,aff_no,age,Act1,Act2,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,roomate,famrel,freetime,goout,Dalc,Walc,health,absences,hindi_mrk(10),eng_mrk(10),socil_mrk(10),sci_mrk(10),skt_mrk(10),math_mrk(10),perc(total_avg),site_sel,G1_11F,G2 _11S,G3_12,SugSite,NewSite
1563,530549,18,3,3,1,2,0,0,0,1,,,,,,4,1,3,1,2,1,0,61,5,71,72,56,30,49.16666667,Arts,84.0,90.9,61.0,0,Arts
1564,530550,17,3,1,1,2,0,0,1,1,,,,,,4,5,4,2,3,1,17,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69.0,62.0,80.0,0,Comm&Mgmt
1565,530551,18,4,4,1,2,0,0,0,1,,,,,,3,2,4,1,4,2,4,21,49,48,51,70,4,40.5,Arts,69.0,62.0,54.0,0,Arts
1566,530552,18,2,1,2,1,0,0,0,0,,,,,,4,4,3,1,3,5,5,80,17,19,6,72,88,47.0,Arts,81.7,63.0,83.0,0,Arts
1567,530553,17,2,3,2,2,0,0,0,0,,,,,,4,4,3,1,1,3,2,70,31,60,21,54,76,52.0,Arts,63.0,67.0,80.92,0,Arts
1568,530554,19,1,1,2,1,1,0,0,0,,,,,,4,3,2,1,3,5,0,5,22,48,33,32,70,35.0,Arts,40.0,79.0,69.7,1,Sci&Tech
1569,530555,18,4,2,2,1,1,0,0,1,,,,,,5,4,3,4,3,3,14,13,88,92,25,83,98,66.5,Comm&Mgmt,70.0,63.0,73.0,0,Comm&Mgmt
1570,530556,18,2,2,2,3,0,0,0,1,,,,,,5,3,3,1,3,4,2,20,45,59,73,62,90,58.16666667,Arts,83.84,89.83,82.0,0,Arts
1571,530557,18,4,4,3,1,0,0,1,1,,,,,,4,4,3,2,2,5,7,32,89,91,20,76,58,61.0,Comm&Mgmt,62.0,63.0,75.0,0,Comm&Mgmt
1572,530558,19,2,3,1,3,1,0,0,0,,,,,,5,4,2,1,2,5,0,7,16,28,17,96,82,41.0,Arts,59.6,51.0,84.86,1,Arts
1573,530559,18,3,1,1,2,0,0,1,1,,,,,,4,3,4,1,1,1,0,25,15,46,25,10,22,84.0,Sci&Tech,66.0,62.0,64.6,0,Sci&Tech
1574,530560,18,1,1,2,2,1,0,0,0,,,,,,1,1,1,1,1,5,0,65,70,58,4,67,78,57.0,Arts,84.0,75.0,56.6,0,Arts
1575,530561,20,2,2,1,2,2,0,1,1,,,,,,5,5,4,4,5,4,11,16,30,79,51,60,93,54.83333333,Arts,85.0,90.0,59.0,0,Arts
1576,530562,17,3,1,2,1,0,0,0,0,,,,,,2,4,5,3,4,2,3,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52.0,57.0,66.5,1,Comm&Mgmt
1577,530563,21,1,1,1,1,3,0,0,0,,,,,,5,5,3,3,3,3,3,87,13,24,82,47,16,44.83333333,Arts,60.23,69.0,64.0,0,Arts
1578,530564,18,3,2,3,1,0,0,0,0,,,,,,4,4,1,3,4,5,0,12,77,94,38,15,75,51.83333333,Arts,52.0,62.0,84.0,1,Sci&Tech
1579,530565,19,1,1,1,1,0,0,0,0,,,,,,3,2,3,3,3,5,5,16,1,79,84,60,78,53.0,Arts,58.0,62.0,69.0,1,Arts
1580,1130144,18,4,4,2,2,0,1,0,0,,,,,,4,3,4,1,1,3,6,39,25,26,82,76,26,45.66666667,Arts,67.0,91.0,69.0,0,Arts
1581,930205,17,1,1,1,2,0,0,1,0,,,,,,5,3,3,1,1,3,4,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,81.7,0,Comm&Mgmt
1582,1630448,15,1,1,1,2,3,1,0,1,,,,,,4,3,2,2,3,3,10,71,90,68,55,69,25,63.0,Comm&Mgmt,65.0,68.0,63.0,0,Comm&Mgmt
1583,2752028,15,4,2,1,3,0,0,1,1,,,,,,3,2,2,1,1,5,2,36,20,99,88,64,43,58.33333333,Arts,56.0,52.0,84.0,1,Comm&Mgmt
1584,2220160,16,3,3,1,2,0,0,1,1,,,,,,4,3,2,1,2,5,4,99,49,73,90,22,99,72.0,Comm&Mgmt,85.8,73.6,70.0,0,Comm&Mgmt
1585,2132343,16,4,3,1,2,0,0,1,1,,,,,,5,4,2,1,2,5,10,44,37,14,30,98,39,43.66666667,Arts,55.0,49.8,83.84,1,Sci&Tech
1586,330018,16,2,2,1,2,0,0,0,0,,,,,,4,4,4,1,1,3,0,58,40,30,71,47,21,44.5,Arts,46.0,49.2,62.0,1,Arts
1587,2730281,17,4,4,2,2,0,1,1,0,,,,,,4,1,4,1,1,1,6,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82.0,64.0,59.6,0,Comm&Mgmt
1588,1030210,15,3,2,1,2,0,0,1,1,,,,,,4,2,2,1,1,1,0,92,19,77,4,62,36,48.33333333,Arts,73.0,79.0,66.0,0,Arts
1589,3430197,15,3,4,1,2,0,0,1,1,,,,,,5,5,1,1,1,5,0,77,65,19,94,20,44,53.16666667,Arts,58.0,70.0,84.0,1,Comm&Mgmt
1590,530469,15,4,4,1,2,0,0,1,1,,,,,,3,3,3,1,2,2,0,62,85,73,33,34,30,52.83333333,Arts,58.0,61.0,85.0,1,Sci&Tech
1591,1700018,15,2,1,3,3,0,0,1,0,,,,,,5,2,2,1,1,4,4,70,0,49,54,59,28,43.33333333,Arts,69.6,68.4,52.0,0,Arts
1592,1130499,15,4,4,1,1,0,0,1,1,,,,,,4,3,3,1,3,5,2,92,92,94,20,95,18,68.5,Comm&Mgmt,47.0,55.0,60.23,1,Arts
1593,1630822,15,4,3,2,2,0,0,1,1,,,,,,5,4,3,1,2,3,2,90,49,88,60,38,12,56.16666667,Arts,77.0,87.0,52.0,0,Arts
1594,930557,15,2,2,1,3,0,0,1,0,,,,,,4,5,2,1,1,3,0,29,48,74,93,35,22,50.16666667,Arts,62.0,47.0,58.0,0,Arts
1595,830770,16,4,4,1,1,0,0,1,0,,,,,,4,4,4,1,2,2,4,87,49,35,73,81,4,54.83333333,Arts,65.0,75.0,73.0,0,Arts
1596,2730550,16,4,4,1,3,0,0,1,1,,,,,,3,2,3,1,2,2,6,60,1,15,37,31,72,36.0,Arts,63.0,66.2,76.0,0,Arts
1597,2132804,16,3,3,3,2,0,1,1,0,,,,,,5,3,2,1,1,4,4,15,13,11,13,37,20,84.0,Sci&Tech,55.0,67.0,70.5,1,Comm&Mgmt
1598,3330107,17,3,2,1,1,3,0,1,0,,,,,,5,5,5,2,4,5,16,44,35,98,34,8,53,45.33333333,Arts,63.0,66.0,69.0,0,Arts
1599,1030583,16,4,3,1,1,0,0,0,1,,,,,,3,1,3,1,3,5,4,53,40,60,52,39,20,44.0,Arts,60.0,67.0,54.0,0,Arts
1600,5230004,15,4,3,1,2,0,0,0,0,,,,,,4,4,1,1,1,1,0,61,70,86,59,91,80,74.5,Sci&Tech,62.0,65.0,67.0,0,Sci&Tech
1601,1730187,15,4,4,1,1,0,0,1,1,,,,,,5,4,2,1,1,5,0,85,13,40,18,17,35,34.66666667,Comm&Mgmt,79.0,76.0,79.33,0,Comm&Mgmt
1602,1520105,16,4,2,1,2,0,0,0,0,,,,,,4,5,1,1,3,5,2,92,3,69,39,31,25,43.16666667,Comm&Mgmt,69.8,60.8,65.0,0,Comm&Mgmt
1603,830298,16,2,2,2,2,0,0,1,0,,,,,,5,4,4,2,4,5,0,19,41,14,98,68,67,51.16666667,Comm&Mgmt,77.4,60.0,56.0,0,Comm&Mgmt
1604,2131639,15,2,4,1,3,0,1,1,1,,,,,,4,3,2,1,1,5,2,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,85.8,0,Comm&Mgmt
1605,2400029,16,2,2,1,1,2,0,1,1,,,,,,1,2,2,1,3,5,14,12,35,37,32,70,66,42.0,Comm&Mgmt,52.58,54.6,55.0,1,Sci&Tech
1606,531264,15,2,2,1,1,0,0,1,1,,,,,,4,2,2,1,2,5,2,36,72,88,74,70,59,66.5,Comm&Mgmt,71.0,79.0,46.0,0,Comm&Mgmt
1607,3600021,15,4,2,1,1,0,0,0,1,,,,,,2,2,4,2,4,1,4,33,92,14,54,12,41,41.0,Comm&Mgmt,63.0,67.0,82.0,0,Comm&Mgmt
1608,1930304,16,3,4,1,2,0,1,1,0,,,,,,5,3,3,1,1,5,4,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,73.0,0,Comm&Mgmt
1609,1730538,16,4,4,1,2,0,0,1,1,,,,,,4,4,5,5,5,5,16,28,45,30,14,88,58,43.83333333,Comm&Mgmt,62.0,67.0,58.0,0,Comm&Mgmt
1610,2130293,15,4,4,1,2,0,0,1,1,,,,,,5,4,2,3,4,5,0,26,32,8,19,70,55,35.0,Comm&Mgmt,64.0,73.5,58.0,0,Comm&Mgmt
1611,730027,15,4,4,2,2,0,0,1,0,,,,,,4,3,1,1,1,5,0,81,61,90,20,56,46,59.0,Comm&Mgmt,67.0,53.0,69.6,0,Comm&Mgmt
1612,130007,15,4,3,1,2,0,0,1,0,,,,,,4,5,2,1,1,5,0,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61.0,81.0,47.0,0,Comm&Mgmt
1613,931044,15,3,3,1,2,0,0,0,0,,,,,,5,3,2,1,1,2,0,81,74,16,30,70,40,51.83333333,Comm&Mgmt,87.0,65.0,77.0,0,Comm&Mgmt
1614,2131989,16,3,2,1,1,0,0,1,1,,,,,,5,4,3,1,1,5,0,97,96,96,39,93,91,85.33333333,Sci&Tech,62.0,51.0,62.0,0,Sci&Tech
1615,2520046,15,2,3,2,1,0,0,1,0,,,,,,3,5,1,1,1,5,0,96,49,52,84,8,28,52.83333333,Comm&Mgmt,69.0,78.0,65.0,0,Comm&Mgmt
1616,6230002,15,4,3,1,3,0,0,1,0,,,,,,5,4,3,1,1,4,2,71,34,85,94,8,3,49.16666667,Comm&Mgmt,51.0,44.0,63.0,1,Arts
1617,430042,16,4,4,2,3,0,0,1,0,,,,,,2,4,3,1,1,5,7,80,6,25,68,51,11,40.16666667,Comm&Mgmt,79.0,76.0,55.0,0,Comm&Mgmt
1618,3530229,15,3,4,1,3,0,1,1,1,,,,,,4,3,2,1,1,5,2,53,83,54,98,74,97,76.5,Sci&Tech,73.0,58.0,63.0,0,Sci&Tech
1619,1820078,15,2,2,1,1,0,1,1,1,,,,,,4,3,1,1,1,2,8,11,56,80,40,60,58,50.83333333,Comm&Mgmt,81.0,68.0,60.0,0,Comm&Mgmt
1620,3630054,16,2,2,2,2,1,0,1,0,,,,,,3,3,3,1,2,3,25,29,21,14,70,71,48,84.0,Sci&Tech,48.0,77.0,62.0,1,Comm&Mgmt
1621,1930154,15,4,4,1,1,0,0,1,0,,,,,,5,4,3,2,4,5,8,19,52,22,81,86,56,52.66666667,Comm&Mgmt,74.0,63.16,79.0,0,Comm&Mgmt
1622,1730595,15,4,4,1,2,0,0,1,0,,,,,,4,3,3,1,1,5,2,50,58,87,69,59,21,58.0,Comm&Mgmt,49.0,39.0,69.8,1,Sci&Tech
1623,830354,15,2,2,1,1,0,1,1,0,,,,,,5,4,1,1,1,1,0,56,85,34,99,65,98,72.83333333,Comm&Mgmt,87.0,87.0,77.4,0,Comm&Mgmt
1624,240026,16,2,2,2,2,1,1,0,0,,,,,,4,3,3,2,2,5,14,84,91,94,47,87,33,72.66666667,Comm&Mgmt,47.0,73.0,76.5,1,Arts
1625,2131496,15,4,3,1,2,0,1,1,1,,,,,,5,2,2,1,1,5,8,26,53,44,50,32,23,38.0,Comm&Mgmt,76.0,64.0,52.58,0,Comm&Mgmt
1626,2400049,16,3,3,1,2,0,0,1,0,,,,,,2,3,5,1,4,3,12,70,63,59,25,56,62,55.83333333,Comm&Mgmt,70.89,71.98,71.0,0,Comm&Mgmt
1627,430178,16,4,3,1,4,0,0,0,0,,,,,,4,2,2,1,1,2,4,63,16,15,24,62,62,40.33333333,Comm&Mgmt,63.0,60.0,63.0,0,Comm&Mgmt
1628,3530161,15,4,2,1,2,0,0,1,1,,,,,,4,3,3,2,2,5,2,83,82,7,31,92,38,55.5,Comm&Mgmt,63.0,62.0,76.76,0,Comm&Mgmt
1629,1820015,15,4,4,1,2,1,1,1,0,,,,,,4,4,4,1,1,3,2,85,83,69,67,29,11,57.33333333,Comm&Mgmt,50.0,37.0,62.0,1,Comm&Mgmt
1630,1930327,16,2,2,3,2,0,0,1,1,,,,,,4,3,3,2,3,4,2,96,95,83,39,71,85,78.16666667,Sci&Tech,75.2,73.2,64.0,0,Sci&Tech
1631,800023,15,4,2,1,2,0,0,1,1,,,,,,4,3,3,1,1,5,2,96,91,50,91,43,17,64.66666667,Comm&Mgmt,54.4,61.12,67.0,1,Sci&Tech
1632,2620061,15,4,2,2,1,1,0,0,0,,,,,,5,5,5,3,4,5,6,19,98,61,86,87,51,67.0,Comm&Mgmt,40.89,45.83,61.0,1,Arts
1633,2131926,15,4,4,1,1,0,1,1,1,,,,,,3,3,4,2,3,5,0,90,31,72,57,53,55,59.66666667,Comm&Mgmt,80.0,70.0,87.0,0,Comm&Mgmt
1634,3430255,15,3,3,1,1,0,0,0,1,,,,,,5,3,4,4,4,1,6,57,57,62,36,86,46,57.33333333,Comm&Mgmt,74.0,60.0,62.0,0,Comm&Mgmt
1635,1030066,16,2,1,1,2,0,0,0,1,,,,,,5,3,4,1,1,2,8,38,49,38,64,21,91,50.16666667,Comm&Mgmt,60.4,66.6,69.0,0,Comm&Mgmt
1636,1631137,15,4,3,1,2,0,0,1,1,,,,,,4,3,2,1,1,1,0,63,40,93,86,86,8,62.66666667,Comm&Mgmt,63.0,71.4,51.0,0,Comm&Mgmt
1637,930263,15,4,4,1,2,0,0,1,0,,,,,,3,2,2,1,1,5,4,86,75,86,44,91,96,79.66666667,Sci&Tech,68.0,76.0,79.0,0,Sci&Tech
1638,1100035,15,1,2,1,2,0,1,1,0,,,,,,4,3,2,1,1,5,2,16,44,26,94,57,85,53.66666667,Comm&Mgmt,74.0,62.0,73.0,0,Comm&Mgmt
1639,2220015,16,4,2,1,2,0,0,1,0,,,,,,4,2,3,1,1,5,2,34,79,63,59,69,92,66.0,Comm&Mgmt,52.6,65.58,81.0,1,Comm&Mgmt
1640,2752090,16,4,4,1,2,0,0,1,0,,,,,,2,4,4,2,3,4,6,44,50,94,36,77,89,65.0,Comm&Mgmt,74.0,70.0,78.0,0,Comm&Mgmt
1641,2730136,16,1,1,4,1,0,1,1,0,,,,,,5,5,5,5,5,5,6,82,36,31,13,77,7,41.0,Comm&Mgmt,84.2,73.4,74.0,0,Comm&Mgmt
1642,2132398,16,1,2,1,2,0,1,0,0,,,,,,4,4,3,1,1,1,4,49,27,83,9,68,24,43.33333333,Comm&Mgmt,44.0,64.2,49.0,1,Sci&Tech
1643,2752051,16,4,3,1,3,0,1,1,1,,,,,,3,4,4,2,4,4,2,36,93,54,72,98,44,66.16666667,Comm&Mgmt,61.0,70.0,87.0,0,Comm&Mgmt
1644,1030528,15,4,3,1,2,0,1,0,0,,,,,,4,4,4,2,4,2,0,28,12,87,71,15,57,45.0,Comm&Mgmt,80.0,73.0,77.0,0,Comm&Mgmt
1645,3330246,16,4,3,3,2,0,0,1,0,,,,,,5,4,3,1,2,1,2,18,70,15,36,18,21,84.0,Sci&Tech,54.0,47.0,76.0,1,Arts
1646,1730119,15,4,4,1,4,0,0,1,0,,,,,,1,3,3,5,5,3,4,49,14,62,10,19,8,84.0,Sci&Tech,83.0,74.0,70.89,0,Sci&Tech
1647,930695,16,3,1,1,4,0,1,1,1,,,,,,4,3,3,1,2,5,4,53,45,40,7,28,56,38.16666667,Comm&Mgmt,80.92,78.5,63.0,0,Comm&Mgmt
1648,1130434,15,2,2,2,2,0,1,1,1,,,,,,4,1,3,1,3,4,2,26,45,9,79,37,80,46.0,Comm&Mgmt,69.7,47.0,63.0,0,Comm&Mgmt
1649,1700039,15,3,1,2,4,0,0,1,0,,,,,,4,4,2,2,3,3,12,41,98,56,74,69,42,63.33333333,Comm&Mgmt,73.0,73.0,50.0,0,Comm&Mgmt
1650,830707,16,3,1,2,4,0,0,1,1,,,,,,4,3,2,1,1,5,0,34,10,24,10,19,70,84.0,Sci&Tech,82.0,61.0,75.2,0,Sci&Tech
1651,2132739,15,4,2,1,4,0,0,0,0,,,,,,3,3,3,1,1,3,0,4,60,18,24,19,31,84.0,Sci&Tech,75.0,70.29,54.4,0,Sci&Tech
1652,2730688,15,1,1,1,2,2,1,1,0,,,,,,3,3,4,2,4,5,2,65,38,42,57,76,77,59.16666667,Comm&Mgmt,42.0,67.0,40.89,1,Comm&Mgmt
1653,930846,16,3,1,1,1,0,0,0,0,,,,,,5,3,2,2,2,5,2,36,77,58,58,76,96,66.83333333,Comm&Mgmt,64.6,83.83,80.0,0,Comm&Mgmt
1654,830636,16,3,3,1,2,0,1,1,1,,,,,,4,3,3,2,4,5,54,40,38,19,6,53,57,35.5,Comm&Mgmt,56.6,64.8,74.0,1,Sci&Tech
1655,2130634,15,4,3,1,2,0,0,1,1,,,,,,4,3,3,2,3,5,6,59,72,22,93,67,56,61.5,Comm&Mgmt,59.0,62.0,60.4,1,Arts
1656,3630174,15,4,0,2,4,0,0,0,0,,,,,,3,4,3,1,1,1,8,80,67,52,53,78,69,66.5,Comm&Mgmt,66.5,70.4,63.0,0,Comm&Mgmt
1657,531493,16,2,2,1,4,0,0,0,1,,,,,,5,2,3,1,3,3,0,43,62,64,37,73,90,61.5,Comm&Mgmt,64.0,80.0,68.0,0,Comm&Mgmt
1658,2131777,17,2,1,2,1,3,1,1,0,,,,,,4,5,1,1,1,3,2,61,5,71,72,56,30,49.16666667,Comm&Mgmt,84.0,90.9,74.0,0,Comm&Mgmt
1659,3330037,16,3,4,1,2,0,0,1,0,,,,,,2,4,3,1,2,3,12,63,94,14,59,66,75,61.83333333,Comm&Mgmt,69.0,62.0,52.6,0,Comm&Mgmt
1660,1030859,15,2,3,1,1,0,1,1,1,,,,,,3,2,2,1,3,3,2,21,49,48,51,70,4,40.5,Comm&Mgmt,69.0,62.0,74.0,0,Comm&Mgmt
1661,2756060,15,2,3,1,3,0,1,0,1,,,,,,5,3,2,1,2,5,4,80,17,19,6,72,88,47.0,Comm&Mgmt,81.7,63.0,84.2,0,Comm&Mgmt
1662,2132254,15,3,2,1,2,0,0,1,1,,,,,,4,4,4,1,1,5,10,70,31,60,21,54,76,52.0,Comm&Mgmt,63.0,67.0,86.5,0,Comm&Mgmt
1663,2778042,15,2,2,2,2,0,0,0,1,,,,,,5,3,3,1,3,4,4,5,22,48,33,32,70,35.0,Comm&Mgmt,40.0,79.0,61.0,1,Comm&Mgmt
1664,140008,15,1,1,1,2,0,0,1,0,,,,,,4,3,2,2,3,4,2,13,88,92,25,83,98,66.5,Comm&Mgmt,70.0,63.0,80.0,0,Comm&Mgmt
1665,1000075,15,4,4,2,2,2,0,0,1,,,,,,4,4,4,2,3,5,6,20,45,59,73,62,90,58.16666667,Comm&Mgmt,83.84,89.83,54.0,0,Comm&Mgmt
1666,2131018,16,2,2,1,2,0,0,1,0,,,,,,4,3,4,1,2,2,4,32,89,91,20,76,58,61.0,Comm&Mgmt,62.0,63.0,83.0,0,Comm&Mgmt
1667,940013,15,4,2,1,3,0,0,1,0,,,,,,5,3,3,1,3,1,4,7,16,28,17,96,82,41.0,Comm&Mgmt,59.6,51.0,80.92,1,Sci&Tech
1668,3530311,16,2,2,2,2,1,0,0,1,,,,,,4,4,2,1,1,3,12,25,15,46,25,10,22,84.0,Sci&Tech,66.0,62.0,69.7,0,Sci&Tech
1669,531037,16,4,4,1,2,0,0,1,0,,,,,,4,1,3,3,5,5,18,65,70,58,4,67,78,57.0,Comm&Mgmt,84.0,75.0,73.0,0,Comm&Mgmt
1670,2760102,16,3,3,1,3,0,0,1,1,,,,,,4,3,3,1,3,4,0,16,30,79,51,60,93,54.83333333,Comm&Mgmt,85.0,90.0,82.0,0,Comm&Mgmt
1671,2131823,15,4,3,1,1,0,0,0,1,,,,,,4,5,5,1,3,1,4,52,82,33,92,31,72,60.33333333,Comm&Mgmt,52.0,57.0,75.0,1,Arts
1672,1630931,16,3,1,1,2,0,1,1,0,,,,,,3,3,3,2,3,2,4,87,13,24,82,47,16,44.83333333,Comm&Mgmt,60.23,69.0,84.86,0,Comm&Mgmt
1673,930892,16,4,2,2,2,0,0,1,1,,,,,,5,3,3,1,1,1,0,12,77,94,38,15,75,51.83333333,Comm&Mgmt,52.0,62.0,64.6,1,Comm&Mgmt
1674,1530177,15,2,2,1,4,0,0,1,0,,,,,,4,3,4,1,1,4,6,16,1,79,84,60,78,53.0,Comm&Mgmt,58.0,62.0,56.6,1,Sci&Tech
1675,1930398,15,1,1,2,4,1,1,1,1,,,,,,3,1,2,1,1,1,2,25,49,22,90,13,66,44.16666667,Comm&Mgmt,73.0,78.0,59.0,0,Comm&Mgmt
1676,2131347,16,4,3,2,1,0,1,1,0,,,,,,3,3,3,1,1,4,2,72,30,24,19,25,86,42.66666667,Comm&Mgmt,76.0,70.0,66.5,0,Comm&Mgmt
1677,930139,16,2,1,1,2,0,0,1,1,,,,,,4,3,5,1,1,5,2,70,67,64,58,12,88,64.33333333,Comm&Mgmt,49.0,62.5,64.0,1,Arts
1678,2130213,16,4,4,1,1,0,0,0,0,,,,,,5,3,4,1,2,1,6,39,36,11,93,98,52,54.83333333,Comm&Mgmt,69.0,73.0,84.0,0,Comm&Mgmt
1679,530270,16,4,3,1,3,0,1,1,1,,,,,,5,3,5,1,1,3,0,30,83,29,64,33,66,50.83333333,Comm&Mgmt,54.0,82.0,69.0,1,Comm&Mgmt
1680,530271,16,4,4,1,1,0,1,1,1,,,,,,4,5,5,5,5,4,14,39,25,26,82,76,26,45.66666667,Comm&Mgmt,67.0,91.0,69.0,0,Comm&Mgmt
1681,530272,16,4,4,1,3,0,0,1,0,,,,,,4,4,3,1,1,4,0,45,84,65,46,94,27,60.16666667,Comm&Mgmt,79.33,78.33,81.7,0,Comm&Mgmt
1682,530273,15,4,4,1,1,0,0,1,0,,,,,,5,3,3,1,1,5,4,71,90,68,55,69,25,63.0,Comm&Mgmt,65.0,68.0,63.0,0,Comm&Mgmt
1683,530274,15,3,2,2,2,0,1,1,1,,,,,,4,3,5,1,1,2,26,36,20,99,88,64,43,58.33333333,Comm&Mgmt,56.0,52.0,84.0,1,Sci&Tech
1684,530275,15,3,4,1,2,0,0,1,1,,,,,,5,4,4,1,1,1,0,99,49,73,90,22,99,72.0,Comm&Mgmt,85.8,73.6,70.0,0,Comm&Mgmt
1685,530276,15,3,3,1,4,0,1,0,0,,,,,,4,3,3,1,1,4,10,44,37,14,30,98,39,43.66666667,Comm&Mgmt,55.0,49.8,83.84,1,Arts
1686,530277,15,2,2,1,4,0,1,1,1,,,,,,5,1,2,1,1,3,8,58,40,30,71,47,21,44.5,Comm&Mgmt,46.0,49.2,62.0,1,Comm&Mgmt
1687,530278,16,3,3,1,3,0,0,1,0,,,,,,5,3,3,1,1,5,2,89,97,48,87,74,14,68.16666667,Comm&Mgmt,82.0,64.0,59.6,0,Comm&Mgmt
1688,530279,15,4,4,4,4,0,0,1,1,,,,,,1,3,5,3,5,1,6,92,19,77,4,62,36,48.33333333,Comm&Mgmt,73.0,79.0,66.0,0,Comm&Mgmt
1689,530280,16,4,4,1,3,0,0,1,1,,,,,,5,4,5,1,1,4,4,77,65,19,94,20,44,53.16666667,Comm&Mgmt,58.0,70.0,84.0,1,Sci&Tech
1690,530281,15,4,4,1,1,0,0,0,0,,,,,,5,5,3,1,1,4,6,62,85,73,33,34,30,52.83333333,Comm&Mgmt,58.0,61.0,85.0,1,Arts
1691,530282,16,3,3,1,3,1,1,1,0,,,,,,4,1,2,1,1,2,0,70,0,49,54,59,28,43.33333333,Comm&Mgmt,69.6,68.4,52.0,0,Comm&Mgmt
1692,530283,16,2,2,1,2,1,1,0,0,,,,,,3,1,2,1,1,5,6,92,92,94,20,95,18,68.5,Comm&Mgmt,47.0,55.0,60.23,1,Comm&Mgmt
1693,530284,15,4,2,1,1,0,0,0,0,,,,,,3,5,2,1,1,3,10,90,49,88,60,38,12,56.16666667,Comm&Mgmt,77.0,87.0,52.0,0,Comm&Mgmt
1694,530285,15,2,1,1,2,0,0,0,0,,,,,,5,4,2,1,1,5,8,29,48,74,93,35,22,50.16666667,Comm&Mgmt,62.0,47.0,58.0,0,Comm&Mgmt
1695,530286,16,4,4,1,2,0,0,1,0,,,,,,5,4,4,1,2,5,2,87,49,35,73,81,4,54.83333333,Comm&Mgmt,65.0,75.0,73.0,0,Comm&Mgmt
1696,530287,15,4,4,2,2,0,0,1,0,,,,,,4,4,3,1,1,2,2,60,1,15,37,31,72,36.0,Comm&Mgmt,63.0,66.2,76.0,0,Comm&Mgmt
1697,530288,16,3,3,2,1,0,0,0,0,,,,,,5,4,2,1,1,5,0,15,13,11,13,37,20,84.0,Sci&Tech,55.0,67.0,70.5,1,Sci&Tech
1698,530289,17,1,3,3,2,1,0,1,0,,,,,,5,2,4,1,4,5,20,44,35,98,34,8,53,45.33333333,Comm&Mgmt,63.0,66.0,69.0,0,Comm&Mgmt
1699,530290,15,3,4,1,1,0,0,0,0,,,,,,3,4,3,1,2,4,6,53,40,60,52,39,20,44.0,Comm&Mgmt,60.0,67.0,54.0,0,Comm&Mgmt
1700,530291,15,1,2,1,2,0,0,0,0,,,,,,3,2,3,1,2,1,2,61,70,86,59,91,80,74.5,Sci&Tech,62.0,65.0,67.0,0,Sci&Tech
1701,530292,15,2,2,1,4,0,0,1,1,,,,,,5,5,4,1,2,5,6,85,13,40,18,17,35,34.66666667,Comm&Mgmt,79.0,76.0,79.33,0,Comm&Mgmt
1702,530293,16,2,4,2,2,0,0,1,1,,,,,,4,2,2,1,2,5,2,92,3,69,39,31,25,43.16666667,Comm&Mgmt,69.8,60.8,65.0,0,Comm&Mgmt
1703,530294,16,4,4,1,1,0,0,1,0,,,,,,3,4,4,1,4,5,18,19,41,14,98,68,67,51.16666667,Comm&Mgmt,77.4,60.0,56.0,0,Comm&Mgmt
1704,530295,16,2,2,1,2,0,0,0,1,,,,,,5,4,4,1,1,5,0,18,35,70,90,82,96,65.16666667,Comm&Mgmt,76.5,97.7,85.8,0,Comm&Mgmt
1705,530296,15,3,4,1,1,0,1,0,0,,,,,,5,5,5,3,2,5,0,12,35,37,32,70,66,42.0,Comm&Mgmt,52.58,54.6,55.0,1,Arts
1706,530297,15,3,4,1,2,0,1,0,0,,,,,,5,3,2,1,1,1,0,36,72,88,74,70,59,66.5,Comm&Mgmt,71.0,79.0,46.0,0,Comm&Mgmt
1707,530298,19,0,1,1,2,3,0,1,0,,,,,,3,4,2,1,1,5,2,33,92,14,54,12,41,41.0,Comm&Mgmt,63.0,67.0,82.0,0,Comm&Mgmt
1708,530299,18,2,2,1,1,2,0,1,0,,,,,,3,3,3,1,2,4,0,41,85,45,99,45,95,68.33333333,Comm&Mgmt,76.76,76.5,73.0,0,Comm&Mgmt
1709,530300,16,4,4,1,1,0,0,0,1,,,,,,3,5,5,2,5,4,8,28,45,30,14,88,58,43.83333333,Comm&Mgmt,62.0,67.0,58.0,0,Comm&Mgmt
1710,530301,15,3,4,2,3,2,0,1,0,,,,,,4,2,2,2,2,5,0,26,32,8,19,70,55,35.0,Comm&Mgmt,64.0,73.5,58.0,0,Comm&Mgmt
1711,530302,15,1,1,3,1,0,0,1,0,,,,,,4,3,3,1,2,4,0,81,61,90,20,56,46,59.0,Comm&Mgmt,67.0,53.0,69.6,0,Comm&Mgmt
1712,530303,17,2,2,1,1,0,0,1,0,,,,,,3,4,4,1,3,5,12,72,82,92,63,85,30,70.66666667,Comm&Mgmt,61.0,81.0,47.0,0,Comm&Mgmt
